#SampleID	ERR4076730	ERR4076731	ERR4076732	ERR4076733	ERR4076734	ERR4076725	ERR4076726	ERR4076727	ERR4076728	ERR4076729
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Silanimonas	0	2	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas	3	2	0	263	0	1	4	2	28	7
sk__Bacteria;k__;p__Proteobacteria;c__Hydrogenophilalia	0	0	0	0	0	0	0	1	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Hydrogenophilalia;o__Hydrogenophilales;f__Hydrogenophilaceae	4	0	0	2	0	0	0	20	0	34
sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia	0	2	1	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales	0	176	75	0	0	167	43	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales;f__Bacteriovoracaceae	0	289	160	0	0	237	49	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Bacteriovorax	1	758	242	0	0	399	280	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Peredibacter	0	267	345	0	0	291	124	1	0	3
sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales	0	27	7	0	0	23	5	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__;g__;s__Bdellovibrionales_bacterium_RIFCSPHIGHO2_01_FULL_40_29	0	0	0	0	0	1	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__Bdellovibrionaceae	0	790	272	0	0	1814	40	1	0	2
sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio	5	2180	1292	1	0	2123	572	3	0	17
sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__Bdellovibrio_bacteriovorus	0	4	1	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales	5	2689	1407	0	0	1938	1212	3	0	21
sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae	0	35	21	0	0	39	6	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__Oligoflexus	1	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Silvanigrellales	2	15	20	0	0	4	3	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae;g__Silvanigrella	1	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Spirochaetes	0	0	0	1	0	0	0	1	0	8
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Brachyspirales	1	0	0	1	0	0	0	0	0	1
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Brevinematales;f__Brevinemataceae;g__Brevinema	0	0	0	1	0	0	0	0	0	1
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae	0	0	0	0	0	0	1	0	0	5
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira	3	3	0	12	0	1	8	1	0	0
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Turneriella	0	1	0	0	0	0	1	0	0	0
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Turneriella;s__Turneriella_parva	0	0	0	0	0	0	5	0	0	0
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	1	0	0	0	0	0	0	1	0	6
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae	11	0	0	4	0	0	8	5	0	22
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Sphaerochaeta	0	1	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	2	0	0	0	0	0	1	0	0	0
sk__Bacteria;k__;p__Synergistetes	0	0	1	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Synergistetes;c__Synergistia;o__Synergistales	0	0	2	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae	0	1	0	0	0	0	0	0	0	1
sk__Bacteria;k__;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Aminivibrio	0	1	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Tenericutes;c__Mollicutes	157	65	1	0	0	39	4	85	0	161
sk__Bacteria;k__;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma	2	1	0	0	0	1	0	0	0	0
sk__Bacteria;k__;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales	0	0	0	0	0	0	3	0	0	0
sk__Bacteria;k__;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae	0	0	0	0	0	0	40	0	0	0
sk__Bacteria;k__;p__Verrucomicrobia	8	100	1276	50	0	32	36	98	42	40
sk__Bacteria;k__;p__Verrucomicrobia;c__Methylacidiphilae;o__Methylacidiphilales;f__Methylacidiphilaceae	4	8	4	1	0	10	21	2	0	11
sk__Bacteria;k__;p__Verrucomicrobia;c__Opitutae	0	0	0	0	0	0	1	7	0	1
sk__Bacteria;k__;p__Verrucomicrobia;c__Opitutae;o__Opitutales	0	1	1	1	0	1	1	0	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae	0	48	1	1	0	27	73	1	2	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera	2	1307	137	3	0	1731	5754	12	0	11
sk__Bacteria;k__;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus	0	12	0	0	0	4	45	0	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales	0	1	0	0	0	1	0	0	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae	0	0	0	0	0	0	2	0	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Spartobacteria	0	2	0	0	0	0	1	0	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Spartobacteria;o__;f__;g__Candidatus_Xiphinematobacter	0	0	0	0	0	0	0	0	3	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Spartobacteria;o__;f__;g__Terrimicrobium	0	38	0	0	0	4	48	1	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Spartobacteria;o__;f__;g__Terrimicrobium;s__Terrimicrobium_sacchariphilum	0	0	0	0	0	1	1	0	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales	0	8	48	0	0	2	6	5	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Candidatus_Udaeobacter	0	0	0	0	0	4	1	0	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter	0	13	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae	17	6203	759	1	0	5152	735	17	5	47
sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0	0	0	0	0	1	0	0	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	2	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobia_subdivision_3;g__Pedosphaera	0	98	9	0	0	66	91	0	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobia_subdivision_3;g__Pedosphaera;s__Pedosphaera_parvula	0	118	9	0	0	42	83	0	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	6	12	0	0	0	6	18	60	3	12
sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Luteolibacter	0	0	1	0	0	0	1	0	3	3
sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter	2	12	0	0	0	21	23	55	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Roseimicrobium	0	3	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Verrucomicrobium	0	39	0	0	0	5	18	0	0	0
sk__Bacteria;k__;p__candidate_division_CPR1	0	1	0	1	0	0	0	0	0	3
sk__Bacteria;k__;p__candidate_division_NC10	3	0	0	1	0	0	0	4	2	20
sk__Bacteria;k__;p__candidate_division_NC10;c__;o__;f__;g__Candidatus_Methylomirabilis	115	3	0	23	0	1	0	313	210	660
sk__Bacteria;k__;p__candidate_division_WWE3	1	0	0	1	0	0	0	0	0	2
sk__Bacteria;k__;p__candidate_division_Zixibacteria	0	0	0	0	0	0	0	3	1	4
sk__Eukaryota	0	0	1	0	0	0	0	0	0	0
sk__Eukaryota;k__;p__;c__Chrysophyceae	0	1	106	0	0	0	0	0	0	0
sk__Eukaryota;k__;p__;c__Chrysophyceae;o__Chromulinales	0	0	20	0	0	0	0	0	0	0
sk__Eukaryota;k__;p__;c__Chrysophyceae;o__Chromulinales;f__Dinobryaceae;g__Dinobryon	0	0	1	0	0	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Cryptomycota	0	0	0	1	0	1	0	0	0	0
sk__Eukaryota;k__Viridiplantae	0	1	5	8	0	1	1	0	0	6
sk__Eukaryota;k__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae	2	0	0	0	0	0	0	1	0	5
sk__Eukaryota;k__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Ammopiptanthus;s__Ammopiptanthus_mongolicus	1	0	0	0	0	0	0	0	0	0
